Ref_name,codes,Did,years,last_n,first_n,dob,dod,bkgd,notes,
Dickerson,CD,EDi,@1991-1995,Dickerson,Ernest,,\Un,,,
diCillo,D,TdC,@1995,diCillo,Tom,,199x,\Un,,
Dickens,B,,@1931-1975,Dickens,Charles,1812,1870,Great Britain,,
James~Dickey,B,id,1972,James,Dickey,1923,1997,USA,,
Dickinson,D,ThD,@1925-1955,Dickinson,Thorold,1903,\Un,Great Britain,,
Dickson,DC,WKD,@1893,Dickson,W.K.L.,,\Un,,,
Dienstag,D,ADg,@1992,Dienstag,Alan,19xx,\Un,USA,,
Dieterle,AD,WlD,@1926-1966,Dieterle,Wilhelm (William),1893,1972,Germany,,
Dietl,D,HDl,@1992,Dietl,Helmut,19xx,\Un,Germany,,
Dieudonne,DA,AlD,@1924,DieuDonne,Albert,[1],\Un,France,Ww(J.Renoir),
Digues,D,CDi,@1963,Digues,Carlos,,\Un,Brazil,Ty(Cinema Novo),
DiLeo,D,FDL,@1976,DiLeo,Fernando,[1],\Un,USA,Er(dow),
Dillon,D,IFD,@1929-1934,Dillon,John Francis,1887,1934,USA,,
Dimopoulos,D,DiD,@1959,Dimopoulos,Dino,19xx,\Un,Greece,,
Dimsey,D,RDi,@1983,Dimsey,Ross,[1],\Un,USA,,
Dinner,D,MDi,@1985,Dinner,Michael,,\Un,,,
Disney,D,WD,@1928-1951,Disney,Walt,1901,1966,USA,Fd(Disney) Aw(AA honorary; 1938; WD101::Snow White and the Seven Dwarfs,
Djarot,D,EDj,@1989,Djarot,Eros,,\Un,Indonesia,,
DiVolito,D,xDv,@1997,DiVolito,\Un,,199x,\Un,,
Dmytryk,D,EDm,@1935-1976,Dmytryk,Edward,1908,\Un,USA,,
Dobkin,D,DDk,@1998,Dobkin,David,,\Un,,,
Dobson,D,KeD,@1980,Dobson,Kevin,[1],\Un,USA,Er(dow),
Dolan,MP,,1941-1956,Dolan,Robert Emmett,1906,1972,USA,,
Doillon,D,JDo,@1990,Doillon,Jaques,,199x,France,,
Dolz,D,SHD,@1992,Dolz,Sonia Herman,19xx,\Un,Holland,,
Donaldson,D,RDo,@1977-1994,Donaldson,Roger,"[1,6]",\Un,,,
Donatien,D,xDo,@1927,Donatien,gn,19xx,\Un,France,Fd(Franco),
Donehue,D,VJD,@1959-1960,Donehue,Vincent J.\,1916,1966,USA,,
Donen,DGP,StD,@1949-,Donen,Stanley,1924,199x,USA,Aw(AA Life 1998),
Dong,D,ArD,@1994,Dong,Arthur,19xx,\Un,,,
Donnelly,D,DDy,@1978,Donnelly,Dennis,,\Un,,,
C.Donner,D,CD,@1956-1983,Donner,Clive,1926,,Great Britain,,
R.Donner,AD,RD,@1962-1988,Donner,Richard,1939,\Un,USA,,
Donohue,D,JDh,@1950-1966,Donohue,Jack,1912,\Un,USA,Also(dancer) St(Mgm) Ty(Musc),
Donoghue,D,MAD,@1991,Donoghue,Mary Agnes,,\Un,USA,Gd(F),
K.Donovan,AD,KgD,@1963,Donovan,King,1919,\Un,USA,,
M.Donovan,D,MrD,@1986-1989,Donovan,Martin,[1],\Un,Argentina,,
Donskoi,D,MkD,@1929-1973,Donskoi,Mark,1897,1980,Russia,,
Dorman,D,JDm,@1998,Dorman,Joseph,19xx,199x,USA,,
Dorrie,D,DDo,@1980,Dorrie,Doris,1955,\Un,Germany,Gd(F),
G.Douglas,WD,GDo,@1936-1977,Douglas,Gordon,1909,\Un,USA,Ww(Roach),
K.Douglas,AD,KrD,@1973,Douglas,Kirk,1916,,USA,Mainly(A),
R.Douglas,D,RtD,@1963,Douglas,Robert,,,,Ww(Hitchcock; TV),
Dowling,D,KDo,@1995,Dowling,Kevin,19xx,\Un,,,
Dovzhenko,WD,AD,@1929-1947,Dovzhenko,Alexandr,1894,1956,Russia,,
Downey,D,RbD,@1980,Downey,Robert,,\Un,USA,,
A.C.Doyle,B,,1900-1977,Doyle,Arthur Conan,19xx,\Un,Great Britain,Ty(Myst: Sherlock Holmes),
Drabo,D,AdD,@1991,Drabo,Adama,19xx,\Un,,,
Drach,D,MiD,@1974-1979,Drach,Michel,,\Un,France,Mt(MarieJose Nat),
Dragojevic,D,SDv,@1999,Dragojevic,Srdjan,,\Un,Yugoslavia,,
Dragoti,D,SDr,@1979-1984,Dragoti,Stan,,\Un,,
Drazan,D,ADz,@1991,Drazan,Anthony,,\Un,,,
Hans~Dreier,V,,1941-1951,Dreier,Hans,19xx,\Un,Germany,,
Dreifuss,WD,ADr,@1967,Dreifuss,Arthur,,\Un,USA,,
Dreville,D,xDr,@1965,Dreville,gn,19xx,\Un,,,
Dreyer,D,CDr,@1920-1964,Dreyer,Carl Theodor,1889,1968,Denmark,,
Drilling,D,EDr,@1998,Drilling,Eric,,\Un,,,
DuBroux,D,DDB,@1997,Dubroux,Danielle,,199x,France,Ge(F),
duChau,D,Fdu,@1998,Du Chau,Frederik,,\Un,,,
Dudow,D,SlD,@1930,Dudow,Slatan,,\Un,Bulgaria,Ty(Docu),
Dugan,D,DDg,@1996,Dugan,Dennis,,\Un,,,
Dugowson,D,MDw,@1994,Dugowson,Martine,19xx,\Un,France,,
Duigan,WD,IDu,@1982,Duigan,John,1951,\Un,Australia,Er(dow),
Duffell,D,PDu,@1971-1982,Duffell,Peter,,\Un,USA,,
B.Duke,AD,BDu,@1991-1997,Duke,Bill,,\Un,USA,,
D.Duke,D,DDu,@1973,Duke,Daryl,,\Un,USA,,
Dulac,PD,GD,@1915-1930,Saisset-Schneider,Charlotte-E.G.,1882,1942,France,Ty(surreal) Fd(Delia Film) Gd(F) Nt(f_name:Charlotte-Elisabeth-Germaine),
Dumont,D,BrD,@1998,Dumont,Bruno,,\Un,France,,
Duncan,D,PDc,@1997,Duncan,Peter,,199x,\Un,,
Dunlap,D,RiD,@1960,Dunlap,Richard,,\Un,USA,Ww(Hitchcock; TV),
Dunn,D,GDu,@1958,Dunn,Gilbert,,\Un,USA,,
Dominick~Dunne,PB,,@1970-1997,Dunne,Dominick,1925,199x,USA,,
Liebling,D,RLn,@1994,Liebling,Rachel,19xx,\Un,USA,Ty(Docu),
Linwood~Dunn,V,,1933,Dunn,Linwood,,\Un,USA,,
Dunning,MD,GgD,@1968,Dunning,George,1998,\Un,USA,,
G.Dunne,PD,GfD,@1997,Dunne,Griffin,,\Un,USA,,
Ph.Dunne,WDP,PhD,@1955-1966,Dunne,Philip,1908,\Un,USA,,
Dunye,D,CDu,@1996,Dunye,Cheryl,,199x,USA,Ge(F),
Duparc,D,HDu,@1988,Duparc,Henri,19xx,\Un,Ivory Coast,,
Dupont,WD,EAD,@1925,Dupont,E.A.,,\Un,,,
Durand,D,JDu,@1912-1914,Durand,Jean,19xx,\Un,France,Ty(Comd),
Duras,WD,MDu,,Duras,Marguerite,1914,\Un,France,Gd(F) Ww(Nuytten; C),
Duval,D,DnD,@1976,Duval,Daniel,,199x,France,,
Duvall,D,RDu,@1983-1997,Duvall,Robert,1931,199x,USA,,
Duvivier,D,JuD,@1919-1963,Duvivier,Julien,1896,1967,France,,
Dwan,D,ADw,@1912-1961,Dwan,Alan,1885,1981,USA,,
